date,open,high,low,close,adj_close,open_adj,high_adj,low_adj,volume
2015-01-02,4.5,4.659999847412109,4.440000057220459,4.639999866485596,4.639999866485596,4.5,4.659999847412109,4.440000057220459,1050520
2015-01-05,4.690000057220459,4.690000057220459,4.409999847412109,4.449999809265137,4.449999809265137,4.690000057220459,4.690000057220459,4.409999847412109,860644
2015-01-06,4.449999809265137,4.480000019073486,4.320000171661377,4.360000133514404,4.360000133514404,4.449999809265137,4.480000019073486,4.320000171661377,411882
2015-01-07,4.449999809265137,4.599999904632568,4.349999904632568,4.599999904632568,4.599999904632568,4.449999809265137,4.599999904632568,4.349999904632568,550603
2015-01-08,4.71999979019165,4.949999809265137,4.630000114440918,4.929999828338623,4.929999828338623,4.71999979019165,4.949999809265137,4.630000114440918,1302959
2015-01-09,5.0,5.0,4.820000171661377,4.920000076293945,4.920000076293945,5.0,5.0,4.820000171661377,741729
2015-01-12,4.920000076293945,4.920000076293945,4.71999979019165,4.840000152587891,4.840000152587891,4.920000076293945,4.920000076293945,4.71999979019165,189359
2015-01-13,4.900000095367432,5.019999980926514,4.840000152587891,4.900000095367432,4.900000095367432,4.900000095367432,5.019999980926514,4.840000152587891,489477
2015-01-14,4.849999904632568,5.059999942779541,4.800000190734863,4.980000019073486,4.980000019073486,4.849999904632568,5.059999942779541,4.800000190734863,478048
2015-01-15,5.079999923706055,5.099999904632568,4.889999866485596,4.940000057220459,4.940000057220459,5.079999923706055,5.099999904632568,4.889999866485596,304814
2015-01-16,4.900000095367432,5.019999980926514,4.900000095367432,5.019999980926514,5.019999980926514,4.900000095367432,5.019999980926514,4.900000095367432,732117
2015-01-19,5.050000190734863,5.070000171661377,4.949999809265137,5.050000190734863,5.050000190734863,5.050000190734863,5.070000171661377,4.949999809265137,296037
2015-01-20,5.099999904632568,5.139999866485596,5.0,5.090000152587891,5.090000152587891,5.099999904632568,5.139999866485596,5.0,579177
2015-01-21,5.119999885559082,5.239999771118164,5.059999942779541,5.199999809265137,5.199999809265137,5.119999885559082,5.239999771118164,5.059999942779541,465078
2015-01-22,5.210000038146973,5.320000171661377,5.119999885559082,5.170000076293945,5.170000076293945,5.210000038146973,5.320000171661377,5.119999885559082,735328
2015-01-23,5.199999809265137,5.28000020980835,5.150000095367432,5.230000019073486,5.230000019073486,5.199999809265137,5.28000020980835,5.150000095367432,519614
2015-01-26,5.230000019073486,5.329999923706055,5.150000095367432,5.329999923706055,5.329999923706055,5.230000019073486,5.329999923706055,5.150000095367432,796206
