date,open,high,low,close,adj_close,open_adj,high_adj,low_adj,volume
2015-01-02,15.850000381469727,15.869999885559082,15.5,15.569999694824219,11.425939559936523,11.631416180685322,11.646092682254531,11.374570754673066,152300
2015-01-05,15.5,15.520000457763672,15.010000228881836,15.180000305175781,11.139739990234375,11.37456959007837,11.389246789992326,11.0149865903554,202300
2015-01-06,15.3100004196167,15.420000076293945,14.989999771118164,15.180000305175781,11.139739990234375,11.23513969013285,11.315862190117372,11.000309390441444,256900
2015-01-07,15.430000305175781,15.829999923706055,15.380000114440918,15.489999771118164,11.36723518371582,11.323204967425173,11.616742075521723,11.286512653951187,298500
2015-01-08,15.699999809265137,15.880000114440918,15.510000228881836,15.869999885559082,11.64609432220459,11.521340891985425,11.653432923946324,11.381910958130371,291900
2015-01-09,15.90999984741211,15.949999809265137,15.520000457763672,15.890000343322754,11.66076946258545,11.675445963624671,11.704799665550572,11.389247544808999,133500
2015-01-12,15.789999961853027,15.899999618530273,15.609999656677246,15.779999732971191,11.580050468444824,11.587389071556819,11.668111606245624,11.455297014931762,466100
2015-01-13,15.850000381469727,16.299999237060547,15.699999809265137,16.270000457763672,11.9396333694458,11.631419061824433,11.961647777328912,11.521342123475284,412600
2015-01-14,16.1200008392334,16.399999618530273,16.020000457763672,16.3700008392334,12.013016700744629,11.829555856442877,12.035031106255936,11.756171238783143,277800
2015-01-15,16.399999618530273,16.489999771118164,16.270000457763672,16.31999969482422,11.976324081420898,12.035031497518249,12.101077515589667,11.939632471245758,506200
2015-01-16,16.399999618530273,16.899999618530273,16.06999969482422,16.8799991607666,12.387275695800781,12.035031207699188,12.401952899395473,11.792862947167444,616300
2015-01-20,17.110000610351562,17.190000534057617,16.889999389648438,16.969999313354492,12.45331859588623,12.556057595643866,12.614764995636163,12.394611195893935,826400
2015-01-21,16.959999084472656,17.149999618530273,16.84000015258789,16.950000762939453,12.438644409179688,12.445981610397522,12.585412228351494,12.35792119883344,423300
2015-01-22,17.0,17.0,16.440000534057617,16.649999618530273,12.218491554260254,12.475337007891154,12.475337007891154,12.064385121898784,480500
2015-01-23,16.65999984741211,16.700000762939453,16.010000228881836,16.049999237060547,11.778183937072754,12.225828780186353,12.255183182873456,11.748830934080612,347000
2015-01-26,16.15999984741211,16.700000762939453,16.1299991607666,16.5,12.108414649963379,11.858907811867319,12.255183872265192,11.836892008613535,338200
2015-01-27,16.329999923706055,16.84000015258789,16.329999923706055,16.68000030517578,12.240507125854492,11.98366167711055,12.357921948189707,11.98366167711055,145200
2015-01-28,16.75,17.0,16.200000762939453,16.459999084472656,12.079059600830078,12.291874821837869,12.475335640074254,11.888261581595804,180100
2015-01-29,16.459999084472656,16.549999237060547,16.190000534057617,16.479999542236328,12.093738555908203,12.079061352394184,12.145107368512102,11.880924703735602,124300
2015-01-30,16.25,16.43000030517578,16.15999984741211,16.360000610351562,12.005678176879883,11.924954956961075,12.057046989666333,11.858908940608446,125900
2015-02-02,16.520000457763672,16.90999984741211,16.34000015258789,16.8700008392334,12.379938125610352,12.12309266912061,12.409291132231822,11.991000640086163,304200
2015-02-03,17.0,17.3799991607666,17.0,17.049999237060547,12.512028694152832,12.4753370861305,12.75419694630756,12.4753370861305,348100
2015-02-04,16.93000030517578,17.229999542236328,16.799999237060547,17.1299991607666,12.570735931396484,12.42396810165999,12.644120546112285,12.328567682620916,243500
2015-02-05,17.190000534057617,17.270000457763672,17.06999969482422,17.229999542236328,12.644119262695312,12.614766259605474,12.673473665480111,12.526704450946037,196200
2015-02-06,17.190000534057617,17.209999084472656,17.020000457763672,17.079999923706055,12.534045219421387,12.61476844134581,12.629444245581444,12.490015007324068,197600
2015-02-09,17.1299991607666,17.290000915527344,17.030000686645508,17.200000762939453,12.62210750579834,12.570737290158137,12.688153526211916,12.497354067205505,146200
2015-02-10,17.200000762939453,17.889999389648438,17.200000762939453,17.8700008392334,13.113780975341797,12.622105886290262,13.128456778232156,12.622105886290262,461600
2015-02-11,17.8799991607666,18.059999465942383,17.739999771118164,18.0,13.209179878234863,13.121118063180802,13.253210085914361,13.018380445363618,498500
2015-02-12,18.1299991607666,18.399999618530273,17.889999389648438,18.049999237060547,13.245875358581543,13.304582785888835,13.502720877936754,13.128460503966956,386400
2015-02-13,18.149999618530273,19.100000381469727,18.149999618530273,18.979999542236328,13.928345680236816,13.319255789258559,14.01640749325435,13.319255789258559,492800
2015-02-17,18.979999542236328,20.5,18.6200008392334,19.670000076293945,14.434699058532715,13.928346744312229,15.043788996043245,13.664164084467092,645100
2015-02-18,19.729999542236328,19.950000762939453,19.3700008392334,19.5,14.309946060180664,14.478729703425183,14.640176144524444,14.21454703564534,672500
2015-02-19,19.43000030517578,19.940000534057617,19.149999618530273,19.889999389648438,14.596141815185547,14.258574591562969,14.632834817554254,14.053097977382972,367100
2015-02-20,20.0,20.59000015258789,19.700000762939453,20.510000228881836,15.051129341125488,14.676869013322333,15.109836761190966,14.45671653800062,474500
